"","Genome_ID","Count","Integron_type","Genus_rev"
"9086","G_298863",0,"In0","Escherichia"
"9087","G_298863",1,"complete","Escherichia"
"9088","G_298866",1,"In0","Escherichia"
"9089","G_298866",0,"complete","Escherichia"
"9090","G_298866",0,"CALIN","Escherichia"
"9091","G_298933",0,"complete","Escherichia"
"9092","G_298933",1,"CALIN","Escherichia"
"9093","G_298933",0,"In0","Escherichia"
"9094","G_299017",1,"CALIN","Escherichia"
"9095","G_299017",0,"In0","Escherichia"
"9096","G_299017",0,"complete","Escherichia"
"9097","G_299177",4,"CALIN","Escherichia"
"9098","G_299177",1,"In0","Escherichia"
"9099","G_299177",0,"complete","Escherichia"
"9100","G_299346",0,"In0","Escherichia"
"9101","G_299346",2,"complete","Escherichia"
"9102","G_299346",1,"CALIN","Escherichia"
"9103","G_299392",0,"In0","Escherichia"
"9104","G_299392",1,"complete","Escherichia"
"9105","G_299392",1,"CALIN","Escherichia"
"9106","G_299402",0,"CALIN","Escherichia"
"9107","G_299402",2,"complete","Escherichia"
"9108","G_299402",0,"In0","Escherichia"
"9109","G_299423",0,"CALIN","Escherichia"
"9110","G_299423",0,"complete","Escherichia"
"9111","G_299423",0,"In0","Escherichia"
"9112","G_299428",0,"In0","Escherichia"
"9113","G_299428",1,"CALIN","Escherichia"
"9114","G_299428",2,"complete","Escherichia"
"9115","G_299571",2,"complete","Escherichia"
"9116","G_299571",0,"CALIN","Escherichia"
"9117","G_299571",0,"In0","Escherichia"
"9118","G_299629",0,"complete","Escherichia"
"9119","G_299629",0,"CALIN","Escherichia"
"9120","G_299629",0,"In0","Escherichia"
"9121","G_299918",0,"complete","Escherichia"
"9122","G_299918",1,"CALIN","Escherichia"
"9123","G_299918",0,"In0","Escherichia"
"9124","G_300052",0,"CALIN","Escherichia"
"9125","G_300052",0,"In0","Escherichia"
"9126","G_300052",0,"complete","Escherichia"
"9127","G_300060",1,"CALIN","Escherichia"
"9128","G_300060",0,"complete","Escherichia"
"9129","G_300060",0,"In0","Escherichia"
"9130","G_300097",0,"complete","Escherichia"
"9131","G_300097",1,"CALIN","Escherichia"
"9132","G_300097",0,"In0","Escherichia"
"9133","G_300100",1,"CALIN","Escherichia"
"9134","G_300100",0,"In0","Escherichia"
"9135","G_300100",0,"complete","Escherichia"
"9136","G_300201",4,"CALIN","Escherichia"
"9137","G_300201",1,"In0","Escherichia"
"9138","G_300201",0,"complete","Escherichia"
"9139","G_300223",1,"CALIN","Escherichia"
"9140","G_300223",0,"In0","Escherichia"
"9141","G_300223",0,"complete","Escherichia"
"9142","G_300251",0,"complete","Escherichia"
"9143","G_300251",0,"In0","Escherichia"
"9144","G_300251",1,"CALIN","Escherichia"
"9145","G_300263",1,"CALIN","Escherichia"
"9146","G_300263",0,"complete","Escherichia"
"9147","G_300263",0,"In0","Escherichia"
"9148","G_300281",1,"CALIN","Escherichia"
"9149","G_300281",0,"complete","Escherichia"
"9150","G_300281",0,"In0","Escherichia"
"9151","G_300285",0,"In0","Escherichia"
"9152","G_300285",0,"complete","Escherichia"
"9153","G_300285",1,"CALIN","Escherichia"
"9154","G_300612",0,"In0","Escherichia"
"9155","G_300612",0,"complete","Escherichia"
"9156","G_300612",1,"CALIN","Escherichia"
"9157","G_300624",0,"complete","Escherichia"
"9158","G_300624",1,"CALIN","Escherichia"
"9159","G_300624",1,"In0","Escherichia"
"9160","G_300666",0,"complete","Escherichia"
"9161","G_300666",1,"CALIN","Escherichia"
"9162","G_300666",0,"In0","Escherichia"
"9163","G_300766",1,"CALIN","Escherichia"
"9164","G_300766",0,"In0","Escherichia"
"9165","G_300766",0,"complete","Escherichia"
"9166","G_300857",0,"In0","Escherichia"
"9167","G_300857",2,"complete","Escherichia"
"9168","G_300857",1,"CALIN","Escherichia"
"9169","G_300917",0,"complete","Escherichia"
"9170","G_300917",1,"CALIN","Escherichia"
"9171","G_300917",0,"In0","Escherichia"
"9172","G_300923",2,"complete","Escherichia"
"9173","G_300923",0,"CALIN","Escherichia"
"9174","G_300923",0,"In0","Escherichia"
"9175","G_300959",0,"CALIN","Escherichia"
"9176","G_300959",0,"In0","Escherichia"
"9177","G_300959",1,"complete","Escherichia"
"9178","G_300975",0,"complete","Escherichia"
"9179","G_300975",0,"In0","Escherichia"
"9180","G_300975",1,"CALIN","Escherichia"
"9181","G_300980",0,"complete","Escherichia"
"9182","G_300980",0,"In0","Escherichia"
"9183","G_300980",1,"CALIN","Escherichia"
"9184","G_300993",0,"complete","Escherichia"
"9185","G_300993",0,"In0","Escherichia"
"9186","G_300993",1,"CALIN","Escherichia"
"9187","G_301042",0,"In0","Escherichia"
"9188","G_301042",1,"CALIN","Escherichia"
"9189","G_301042",0,"complete","Escherichia"
"9190","G_301167",0,"complete","Escherichia"
"9191","G_301167",0,"In0","Escherichia"
"9192","G_301167",1,"CALIN","Escherichia"
"9193","G_301198",0,"complete","Escherichia"
"9194","G_301198",0,"In0","Escherichia"
"9195","G_301198",1,"CALIN","Escherichia"
"9196","G_301436",0,"complete","Escherichia"
"9197","G_301436",0,"In0","Escherichia"
"9198","G_301436",1,"CALIN","Escherichia"
"9199","G_301452",0,"complete","Escherichia"
"9200","G_301452",0,"In0","Escherichia"
"9201","G_301452",1,"CALIN","Escherichia"
"9202","G_301455",0,"CALIN","Escherichia"
"9203","G_301455",2,"complete","Escherichia"
"9204","G_301455",0,"In0","Escherichia"
"9205","G_301551",2,"CALIN","Escherichia"
"9206","G_301551",2,"complete","Escherichia"
"9207","G_301551",0,"In0","Escherichia"
"9208","G_301740",0,"complete","Escherichia"
"9209","G_301740",0,"In0","Escherichia"
"9210","G_301740",1,"CALIN","Escherichia"
"9211","G_301852",2,"complete","Escherichia"
"9212","G_301852",0,"In0","Escherichia"
"9213","G_301852",0,"CALIN","Escherichia"
"9214","G_301892",0,"CALIN","Escherichia"
"9215","G_301892",0,"In0","Escherichia"
"9216","G_301892",0,"complete","Escherichia"
"9217","G_301970",1,"CALIN","Escherichia"
"9218","G_301970",0,"complete","Escherichia"
"9219","G_301970",0,"In0","Escherichia"
"9220","G_302002",0,"complete","Escherichia"
"9221","G_302002",0,"In0","Escherichia"
"9222","G_302002",1,"CALIN","Escherichia"
"9223","G_302139",0,"complete","Escherichia"
"9224","G_302139",0,"In0","Escherichia"
"9225","G_302139",1,"CALIN","Escherichia"
"9226","G_302231",0,"In0","Escherichia"
"9227","G_302231",1,"CALIN","Escherichia"
"9228","G_302231",0,"complete","Escherichia"
"9229","G_302262",0,"CALIN","Escherichia"
"9230","G_302262",2,"complete","Escherichia"
"9231","G_302262",0,"In0","Escherichia"
"9232","G_302269",0,"In0","Escherichia"
"9233","G_302269",1,"CALIN","Escherichia"
"9234","G_302269",0,"complete","Escherichia"
"9235","G_30238",1,"In0","Other"
"9236","G_30238",0,"complete","Other"
"9237","G_30238",25,"CALIN","Other"
"9238","G_302385",2,"complete","Escherichia"
"9239","G_302385",1,"CALIN","Escherichia"
"9240","G_302385",0,"In0","Escherichia"
"9241","G_302395",0,"complete","Escherichia"
"9242","G_302395",1,"CALIN","Escherichia"
"9243","G_302395",0,"In0","Escherichia"
"9244","G_302560",1,"CALIN","Escherichia"
"9245","G_302560",0,"In0","Escherichia"
"9246","G_302560",0,"complete","Escherichia"
"9247","G_302682",0,"In0","Escherichia"
"9248","G_302682",1,"CALIN","Escherichia"
"9249","G_302682",0,"complete","Escherichia"
"9250","G_302685",0,"complete","Escherichia"
"9251","G_302685",0,"In0","Escherichia"
"9252","G_302685",0,"CALIN","Escherichia"
"9253","G_302714",1,"CALIN","Escherichia"
"9254","G_302714",0,"In0","Escherichia"
"9255","G_302714",0,"complete","Escherichia"
"9256","G_30276",22,"CALIN","Other"
"9257","G_30276",1,"In0","Other"
"9258","G_30276",0,"complete","Other"
"9259","G_302773",1,"CALIN","Escherichia"
"9260","G_302773",0,"In0","Escherichia"
"9261","G_302773",0,"complete","Escherichia"
"9262","G_302808",0,"In0","Escherichia"
"9263","G_302808",0,"complete","Escherichia"
"9264","G_302808",1,"CALIN","Escherichia"
"9265","G_302822",0,"In0","Escherichia"
"9266","G_302822",1,"CALIN","Escherichia"
"9267","G_302822",0,"complete","Escherichia"
"9268","G_30283",22,"CALIN","Other"
"9269","G_30283",0,"complete","Other"
"9270","G_30283",1,"In0","Other"
"9271","G_302844",0,"In0","Escherichia"
"9272","G_302844",0,"complete","Escherichia"
"9273","G_302844",1,"CALIN","Escherichia"
"9274","G_302850",0,"In0","Escherichia"
"9275","G_302850",1,"CALIN","Escherichia"
"9276","G_302850",0,"complete","Escherichia"
"9277","G_302895",0,"In0","Escherichia"
"9278","G_302895",1,"CALIN","Escherichia"
"9279","G_302895",0,"complete","Escherichia"
"9280","G_302957",0,"In0","Escherichia"
"9281","G_302957",0,"complete","Escherichia"
"9282","G_302957",1,"CALIN","Escherichia"
"9283","G_302971",3,"CALIN","Escherichia"
"9284","G_302971",0,"In0","Escherichia"
"9285","G_302971",0,"complete","Escherichia"
"9286","G_302990",0,"In0","Escherichia"
"9287","G_302990",1,"CALIN","Escherichia"
"9288","G_302990",0,"complete","Escherichia"
"9289","G_303065",0,"In0","Escherichia"
"9290","G_303065",1,"CALIN","Escherichia"
"9291","G_303065",0,"complete","Escherichia"
"9292","G_303084",1,"CALIN","Escherichia"
"9293","G_303084",0,"In0","Escherichia"
"9294","G_303084",0,"complete","Escherichia"
"9295","G_30314",1,"complete","Other"
"9296","G_30314",0,"In0","Other"
"9297","G_30314",2,"CALIN","Other"
"9298","G_303196",1,"CALIN","Escherichia"
"9299","G_303196",0,"In0","Escherichia"
"9300","G_303196",0,"complete","Escherichia"
"9301","G_303238",1,"CALIN","Escherichia"
"9302","G_303238",0,"complete","Escherichia"
"9303","G_303238",0,"In0","Escherichia"
"9304","G_303240",1,"CALIN","Escherichia"
"9305","G_303240",0,"complete","Escherichia"
"9306","G_303240",0,"In0","Escherichia"
"9307","G_30325",17,"CALIN","Other"
"9308","G_30325",0,"In0","Other"
"9309","G_30325",1,"complete","Other"
"9310","G_303253",0,"complete","Escherichia"
"9311","G_303253",5,"CALIN","Escherichia"
"9312","G_303253",1,"In0","Escherichia"
"9313","G_303317",0,"CALIN","Escherichia"
"9314","G_303317",0,"complete","Escherichia"
"9315","G_303317",1,"In0","Escherichia"
"9316","G_303489",1,"CALIN","Escherichia"
"9317","G_303489",0,"complete","Escherichia"
"9318","G_303489",0,"In0","Escherichia"
"9319","G_303522",0,"complete","Escherichia"
"9320","G_303522",1,"CALIN","Escherichia"
"9321","G_303522",0,"In0","Escherichia"
"9322","G_303703",0,"In0","Escherichia"
"9323","G_303703",1,"CALIN","Escherichia"
"9324","G_303703",0,"complete","Escherichia"
"9325","G_304130",0,"complete","Escherichia"
"9326","G_304130",0,"CALIN","Escherichia"
"9327","G_304130",0,"In0","Escherichia"
"9328","G_304156",0,"complete","Escherichia"
"9329","G_304156",0,"In0","Escherichia"
"9330","G_304156",1,"CALIN","Escherichia"
"9331","G_304302",0,"complete","Escherichia"
"9332","G_304302",0,"In0","Escherichia"
"9333","G_304302",1,"CALIN","Escherichia"
"9334","G_304503",0,"complete","Escherichia"
"9335","G_304503",1,"CALIN","Escherichia"
"9336","G_304503",0,"In0","Escherichia"
"9337","G_304519",0,"In0","Escherichia"
"9338","G_304519",0,"complete","Escherichia"
"9339","G_304519",1,"CALIN","Escherichia"
"9340","G_304545",0,"complete","Escherichia"
"9341","G_304545",0,"In0","Escherichia"
"9342","G_304545",1,"CALIN","Escherichia"
"9343","G_304638",0,"complete","Escherichia"
"9344","G_304638",0,"In0","Escherichia"
"9345","G_304638",1,"CALIN","Escherichia"
"9346","G_304663",0,"In0","Escherichia"
"9347","G_304663",0,"complete","Escherichia"
"9348","G_304663",1,"CALIN","Escherichia"
"9349","G_304912",1,"CALIN","Escherichia"
"9350","G_304912",0,"complete","Escherichia"
"9351","G_304912",0,"In0","Escherichia"
"9352","G_304917",0,"complete","Escherichia"
"9353","G_304917",0,"In0","Escherichia"
"9354","G_304917",1,"CALIN","Escherichia"
"9355","G_304988",0,"In0","Escherichia"
"9356","G_304988",0,"complete","Escherichia"
"9357","G_304988",1,"CALIN","Escherichia"
"9358","G_305024",2,"complete","Escherichia"
"9359","G_305024",0,"CALIN","Escherichia"
"9360","G_305024",0,"In0","Escherichia"
"9361","G_305136",0,"complete","Escherichia"
"9362","G_305136",3,"CALIN","Escherichia"
"9363","G_305136",2,"In0","Escherichia"
"9364","G_305152",2,"complete","Escherichia"
"9365","G_305152",0,"CALIN","Escherichia"
"9366","G_305152",0,"In0","Escherichia"
"9367","G_305203",0,"In0","Escherichia"
"9368","G_305203",1,"CALIN","Escherichia"
"9369","G_305203",1,"complete","Escherichia"
"9370","G_305273",0,"complete","Escherichia"
"9371","G_305273",0,"In0","Escherichia"
"9372","G_305273",1,"CALIN","Escherichia"
"9373","G_305329",0,"complete","Escherichia"
"9374","G_305329",1,"CALIN","Escherichia"
"9375","G_305329",0,"In0","Escherichia"
"9376","G_305382",1,"CALIN","Escherichia"
"9377","G_305382",0,"In0","Escherichia"
"9378","G_305382",0,"complete","Escherichia"
"9379","G_305409",0,"CALIN","Escherichia"
"9380","G_305409",0,"In0","Escherichia"
"9381","G_305409",2,"complete","Escherichia"
"9382","G_305427",0,"In0","Escherichia"
"9383","G_305427",0,"complete","Escherichia"
"9384","G_305427",2,"CALIN","Escherichia"
"9385","G_305493",0,"complete","Escherichia"
"9386","G_305493",0,"In0","Escherichia"
"9387","G_305493",1,"CALIN","Escherichia"
"9388","G_305501",1,"CALIN","Escherichia"
"9389","G_305501",0,"complete","Escherichia"
"9390","G_305501",0,"In0","Escherichia"
"9391","G_305554",0,"complete","Escherichia"
"9392","G_305554",0,"In0","Escherichia"
"9393","G_305554",1,"CALIN","Escherichia"
"9394","G_305561",0,"In0","Escherichia"
"9395","G_305561",1,"CALIN","Escherichia"
"9396","G_305561",0,"complete","Escherichia"
"9397","G_305568",0,"In0","Escherichia"
"9398","G_305568",0,"CALIN","Escherichia"
"9399","G_305568",0,"complete","Escherichia"
"9400","G_305610",0,"CALIN","Escherichia"
"9401","G_305610",2,"complete","Escherichia"
"9402","G_305610",0,"In0","Escherichia"
"9403","G_305657",0,"complete","Escherichia"
"9404","G_305657",1,"CALIN","Escherichia"
"9405","G_305657",0,"In0","Escherichia"
"9406","G_305787",0,"In0","Escherichia"
"9407","G_305787",1,"CALIN","Escherichia"
"9408","G_305787",0,"complete","Escherichia"
"9409","G_305791",0,"In0","Escherichia"
"9410","G_305791",1,"CALIN","Escherichia"
"9411","G_305791",0,"complete","Escherichia"
"9412","G_305818",1,"CALIN","Escherichia"
"9413","G_305818",0,"complete","Escherichia"
"9414","G_305818",0,"In0","Escherichia"
"9415","G_305937",1,"CALIN","Escherichia"
"9416","G_305937",0,"complete","Escherichia"
"9417","G_305937",0,"In0","Escherichia"
"9418","G_305951",0,"In0","Escherichia"
"9419","G_305951",1,"CALIN","Escherichia"
"9420","G_305951",0,"complete","Escherichia"
"9421","G_306016",0,"In0","Escherichia"
"9422","G_306016",1,"CALIN","Escherichia"
"9423","G_306016",0,"complete","Escherichia"
"9424","G_306046",0,"In0","Escherichia"
"9425","G_306046",0,"CALIN","Escherichia"
"9426","G_306046",0,"complete","Escherichia"
"9427","G_306094",0,"In0","Escherichia"
"9428","G_306094",0,"CALIN","Escherichia"
"9429","G_306094",0,"complete","Escherichia"
"9430","G_306104",0,"complete","Escherichia"
"9431","G_306104",0,"In0","Escherichia"
"9432","G_306104",0,"CALIN","Escherichia"
"9433","G_306146",0,"In0","Escherichia"
"9434","G_306146",1,"CALIN","Escherichia"
"9435","G_306146",0,"complete","Escherichia"
"9436","G_306174",0,"In0","Escherichia"
"9437","G_306174",1,"CALIN","Escherichia"
"9438","G_306174",0,"complete","Escherichia"
"9439","G_306176",0,"In0","Escherichia"
"9440","G_306176",1,"CALIN","Escherichia"
"9441","G_306176",0,"complete","Escherichia"
"9442","G_306217",0,"complete","Escherichia"
"9443","G_306217",1,"CALIN","Escherichia"
"9444","G_306217",0,"In0","Escherichia"
"9445","G_306266",1,"CALIN","Escherichia"
"9446","G_306266",0,"In0","Escherichia"
"9447","G_306266",0,"complete","Escherichia"
"9448","G_306314",1,"CALIN","Escherichia"
"9449","G_306314",0,"In0","Escherichia"
"9450","G_306314",0,"complete","Escherichia"
"9451","G_306334",0,"In0","Escherichia"
"9452","G_306334",0,"complete","Escherichia"
"9453","G_306334",1,"CALIN","Escherichia"
"9454","G_306340",0,"complete","Escherichia"
"9455","G_306340",1,"CALIN","Escherichia"
"9456","G_306340",0,"In0","Escherichia"
"9457","G_306389",1,"CALIN","Escherichia"
"9458","G_306389",0,"In0","Escherichia"
"9459","G_306389",0,"complete","Escherichia"
"9460","G_306400",1,"CALIN","Escherichia"
"9461","G_306400",0,"In0","Escherichia"
"9462","G_306400",0,"complete","Escherichia"
"9463","G_306404",0,"In0","Escherichia"
"9464","G_306404",0,"complete","Escherichia"
"9465","G_306404",1,"CALIN","Escherichia"
"9466","G_306485",0,"In0","Escherichia"
"9467","G_306485",1,"complete","Escherichia"
"9468","G_306485",0,"CALIN","Escherichia"
"9469","G_306538",1,"CALIN","Escherichia"
"9470","G_306538",0,"complete","Escherichia"
"9471","G_306538",0,"In0","Escherichia"
"9472","G_306659",1,"CALIN","Escherichia"
"9473","G_306659",0,"complete","Escherichia"
"9474","G_306659",0,"In0","Escherichia"
"9475","G_306813",0,"In0","Escherichia"
"9476","G_306813",1,"CALIN","Escherichia"
"9477","G_306813",0,"complete","Escherichia"
"9478","G_306823",0,"complete","Escherichia"
"9479","G_306823",1,"CALIN","Escherichia"
"9480","G_306823",0,"In0","Escherichia"
"9481","G_306890",0,"complete","Escherichia"
"9482","G_306890",1,"CALIN","Escherichia"
"9483","G_306890",0,"In0","Escherichia"
"9484","G_306908",0,"complete","Escherichia"
"9485","G_306908",1,"CALIN","Escherichia"
"9486","G_306908",0,"In0","Escherichia"
"9487","G_306962",1,"CALIN","Escherichia"
"9488","G_306962",0,"In0","Escherichia"
"9489","G_306962",0,"complete","Escherichia"
"9490","G_306966",0,"CALIN","Escherichia"
"9491","G_306966",0,"complete","Escherichia"
"9492","G_306966",0,"In0","Escherichia"
"9493","G_307026",0,"complete","Escherichia"
"9494","G_307026",1,"CALIN","Escherichia"
"9495","G_307026",0,"In0","Escherichia"
"9496","G_307042",1,"CALIN","Escherichia"
"9497","G_307042",0,"In0","Escherichia"
"9498","G_307042",0,"complete","Escherichia"
"9499","G_307058",1,"CALIN","Escherichia"
"9500","G_307058",0,"In0","Escherichia"
"9501","G_307058",0,"complete","Escherichia"
"9502","G_307139",1,"CALIN","Escherichia"
"9503","G_307139",0,"In0","Escherichia"
"9504","G_307139",0,"complete","Escherichia"
"9505","G_307190",0,"complete","Escherichia"
"9506","G_307190",0,"In0","Escherichia"
"9507","G_307190",1,"CALIN","Escherichia"
"9508","G_307191",1,"CALIN","Escherichia"
"9509","G_307191",0,"complete","Escherichia"
"9510","G_307191",0,"In0","Escherichia"
"9511","G_307205",0,"CALIN","Escherichia"
"9512","G_307205",0,"complete","Escherichia"
"9513","G_307205",1,"In0","Escherichia"
"9514","G_307211",0,"In0","Escherichia"
"9515","G_307211",0,"complete","Escherichia"
"9516","G_307211",1,"CALIN","Escherichia"
"9517","G_307218",0,"In0","Escherichia"
"9518","G_307218",0,"complete","Escherichia"
"9519","G_307218",1,"CALIN","Escherichia"
"9520","G_307233",0,"complete","Escherichia"
"9521","G_307233",0,"CALIN","Escherichia"
"9522","G_307233",0,"In0","Escherichia"
"9523","G_307239",0,"complete","Escherichia"
"9524","G_307239",1,"CALIN","Escherichia"
"9525","G_307239",0,"In0","Escherichia"
"9526","G_307246",1,"CALIN","Escherichia"
"9527","G_307246",0,"In0","Escherichia"
"9528","G_307246",0,"complete","Escherichia"
"9529","G_307261",0,"In0","Escherichia"
"9530","G_307261",0,"complete","Escherichia"
"9531","G_307261",1,"CALIN","Escherichia"
"9532","G_307263",0,"complete","Escherichia"
"9533","G_307263",1,"CALIN","Escherichia"
"9534","G_307263",0,"In0","Escherichia"
"9535","G_307265",0,"complete","Escherichia"
"9536","G_307265",1,"CALIN","Escherichia"
"9537","G_307265",0,"In0","Escherichia"
"9538","G_307270",1,"CALIN","Escherichia"
"9539","G_307270",0,"In0","Escherichia"
"9540","G_307270",0,"complete","Escherichia"
"9541","G_307276",0,"In0","Escherichia"
"9542","G_307276",0,"complete","Escherichia"
"9543","G_307276",1,"CALIN","Escherichia"
"9544","G_307279",0,"complete","Escherichia"
"9545","G_307279",1,"CALIN","Escherichia"
"9546","G_307279",0,"In0","Escherichia"
"9547","G_307300",1,"complete","Escherichia"
"9548","G_307300",1,"CALIN","Escherichia"
"9549","G_307300",0,"In0","Escherichia"
"9550","G_307309",1,"CALIN","Escherichia"
"9551","G_307309",0,"In0","Escherichia"
"9552","G_307309",0,"complete","Escherichia"
"9553","G_307338",0,"In0","Escherichia"
"9554","G_307338",0,"complete","Escherichia"
"9555","G_307338",1,"CALIN","Escherichia"
"9556","G_307344",0,"complete","Escherichia"
"9557","G_307344",1,"CALIN","Escherichia"
"9558","G_307344",0,"In0","Escherichia"
"9559","G_307364",0,"complete","Escherichia"
"9560","G_307364",1,"CALIN","Escherichia"
"9561","G_307364",0,"In0","Escherichia"
"9562","G_307377",0,"complete","Escherichia"
"9563","G_307377",2,"CALIN","Escherichia"
"9564","G_307377",1,"In0","Escherichia"
"9565","G_307378",0,"In0","Escherichia"
"9566","G_307378",1,"CALIN","Escherichia"
"9567","G_307378",0,"complete","Escherichia"
"9568","G_307419",1,"CALIN","Escherichia"
"9569","G_307419",0,"complete","Escherichia"
"9570","G_307419",0,"In0","Escherichia"
"9571","G_307432",0,"complete","Escherichia"
"9572","G_307432",0,"In0","Escherichia"
"9573","G_307432",0,"CALIN","Escherichia"
"9574","G_307437",0,"complete","Escherichia"
"9575","G_307437",0,"In0","Escherichia"
"9576","G_307437",1,"CALIN","Escherichia"
"9577","G_307453",0,"In0","Escherichia"
"9578","G_307453",1,"CALIN","Escherichia"
"9579","G_307453",0,"complete","Escherichia"
"9580","G_307459",1,"CALIN","Escherichia"
"9581","G_307459",0,"In0","Escherichia"
"9582","G_307459",0,"complete","Escherichia"
"9583","G_307467",0,"complete","Escherichia"
"9584","G_307467",0,"In0","Escherichia"
"9585","G_307467",1,"CALIN","Escherichia"
"9586","G_307499",0,"complete","Escherichia"
"9587","G_307499",0,"In0","Escherichia"
"9588","G_307499",1,"CALIN","Escherichia"
"9589","G_307507",0,"In0","Escherichia"
"9590","G_307507",1,"CALIN","Escherichia"
"9591","G_307507",0,"complete","Escherichia"
"9592","G_307572",1,"In0","Escherichia"
"9593","G_307572",1,"CALIN","Escherichia"
"9594","G_307572",0,"complete","Escherichia"
"9595","G_307611",2,"complete","Escherichia"
"9596","G_307611",1,"CALIN","Escherichia"
"9597","G_307611",0,"In0","Escherichia"
"9598","G_307799",2,"complete","Escherichia"
"9599","G_307799",0,"In0","Escherichia"
"9600","G_307799",0,"CALIN","Escherichia"
"9601","G_307934",0,"complete","Escherichia"
"9602","G_307934",0,"In0","Escherichia"
"9603","G_307934",1,"CALIN","Escherichia"
"9604","G_307978",0,"complete","Escherichia"
"9605","G_307978",1,"CALIN","Escherichia"
"9606","G_307978",0,"In0","Escherichia"
"9607","G_307985",1,"CALIN","Escherichia"
"9608","G_307985",0,"complete","Escherichia"
"9609","G_307985",0,"In0","Escherichia"
"9610","G_308000",2,"complete","Escherichia"
"9611","G_308000",0,"CALIN","Escherichia"
"9612","G_308000",0,"In0","Escherichia"
"9613","G_308112",1,"complete","Escherichia"
"9614","G_308112",1,"In0","Escherichia"
"9615","G_308112",1,"CALIN","Escherichia"
"9616","G_308113",0,"In0","Escherichia"
"9617","G_308113",1,"CALIN","Escherichia"
"9618","G_308113",2,"complete","Escherichia"
"9619","G_308148",1,"CALIN","Escherichia"
"9620","G_308148",0,"complete","Escherichia"
"9621","G_308148",0,"In0","Escherichia"
"9622","G_308162",2,"CALIN","Escherichia"
"9623","G_308162",0,"complete","Escherichia"
"9624","G_308162",0,"In0","Escherichia"
"9625","G_308170",0,"complete","Escherichia"
"9626","G_308170",0,"In0","Escherichia"
"9627","G_308170",1,"CALIN","Escherichia"
"9628","G_308735",0,"In0","Escherichia"
"9629","G_308735",2,"complete","Escherichia"
"9630","G_308735",0,"CALIN","Escherichia"
"9631","G_308962",0,"CALIN","Escherichia"
"9632","G_308962",0,"In0","Escherichia"
"9633","G_308962",2,"complete","Escherichia"
"9634","G_309065",2,"complete","Escherichia"
"9635","G_309065",0,"CALIN","Escherichia"
"9636","G_309065",0,"In0","Escherichia"
"9637","G_309224",0,"CALIN","Escherichia"
"9638","G_309224",2,"complete","Escherichia"
"9639","G_309224",0,"In0","Escherichia"
"9640","G_309405",1,"CALIN","Escherichia"
"9641","G_309405",1,"complete","Escherichia"
"9642","G_309405",0,"In0","Escherichia"
"9643","G_309530",0,"complete","Escherichia"
"9644","G_309530",0,"CALIN","Escherichia"
"9645","G_309530",1,"In0","Escherichia"
"9646","G_309549",1,"In0","Escherichia"
"9647","G_309549",2,"CALIN","Escherichia"
"9648","G_309549",0,"complete","Escherichia"
"9649","G_309585",0,"CALIN","Escherichia"
"9650","G_309585",1,"complete","Escherichia"
"9651","G_309585",1,"In0","Escherichia"
"9652","G_309762",1,"CALIN","Escherichia"
"9653","G_309762",0,"complete","Escherichia"
"9654","G_309762",0,"In0","Escherichia"
"9655","G_309933",0,"CALIN","Escherichia"
"9656","G_309933",2,"complete","Escherichia"
"9657","G_309933",0,"In0","Escherichia"
"9658","G_309952",0,"complete","Escherichia"
"9659","G_309952",0,"In0","Escherichia"
"9660","G_309952",1,"CALIN","Escherichia"
"9661","G_309982",0,"In0","Escherichia"
"9662","G_309982",1,"CALIN","Escherichia"
"9663","G_309982",0,"complete","Escherichia"
"9664","G_309999",0,"CALIN","Escherichia"
"9665","G_309999",0,"In0","Escherichia"
"9666","G_309999",2,"complete","Escherichia"
"9667","G_310010",0,"CALIN","Escherichia"
"9668","G_310010",2,"complete","Escherichia"
"9669","G_310010",0,"In0","Escherichia"
"9670","G_310011",1,"CALIN","Escherichia"
"9671","G_310011",0,"In0","Escherichia"
"9672","G_310011",0,"complete","Escherichia"
"9673","G_310040",0,"In0","Escherichia"
"9674","G_310040",0,"complete","Escherichia"
"9675","G_310040",2,"CALIN","Escherichia"
"9676","G_310052",1,"CALIN","Escherichia"
"9677","G_310052",0,"In0","Escherichia"
"9678","G_310052",0,"complete","Escherichia"
"9679","G_310063",1,"CALIN","Escherichia"
"9680","G_310063",0,"complete","Escherichia"
"9681","G_310063",0,"In0","Escherichia"
"9682","G_310072",3,"complete","Escherichia"
"9683","G_310072",0,"CALIN","Escherichia"
"9684","G_310072",0,"In0","Escherichia"
"9685","G_310088",1,"In0","Escherichia"
"9686","G_310088",1,"CALIN","Escherichia"
"9687","G_310088",0,"complete","Escherichia"
"9688","G_310100",0,"In0","Escherichia"
"9689","G_310100",0,"complete","Escherichia"
"9690","G_310100",1,"CALIN","Escherichia"
"9691","G_310122",0,"complete","Escherichia"
"9692","G_310122",1,"CALIN","Escherichia"
"9693","G_310122",0,"In0","Escherichia"
"9694","G_310161",0,"complete","Escherichia"
"9695","G_310161",1,"CALIN","Escherichia"
"9696","G_310161",0,"In0","Escherichia"
"9697","G_310167",1,"CALIN","Escherichia"
"9698","G_310167",0,"complete","Escherichia"
"9699","G_310167",0,"In0","Escherichia"
"9700","G_310228",0,"In0","Escherichia"
"9701","G_310228",1,"CALIN","Escherichia"
"9702","G_310228",0,"complete","Escherichia"
"9703","G_310234",0,"complete","Escherichia"
